Format,AiM CSV File,,,,,,,,,,,,,,,,,,,,,,
Venue,SSKC,,,,,,,,,,,,,,,,,,,,,,
Vehicle,143,,,,,,,,,,,,,,,,,,,,,,
Racer,Nicholas Thorne,,,,,,,,,,,,,,,,,,,,,,
Championship,,,,,,,,,,,,,,,,,,,,,,,
Comment,,,,,,,,,,,,,,,,,,,,,,,
Date,"Sunday, June 19, 2022",,,,,,,,,,,,,,,,,,,,,,
Time,3:42 PM,,,,,,,,,,,,,,,,,,,,,,
Sample Rate,20,,,,,,,,,,,,,,,,,,,,,,
Duration,951,,,,,,,,,,,,,,,,,,,,,,
Segment,Session,,,,,,,,,,,,,,,,,,,,,,
Beacon Markers,77.2,149.128,211.432,270.088,328.931,387.629,446.908,515.157,574.434,633.224,692.104,750.726,809.236,868.166,932.807,951,,,,,,,
Segment Times,1:17.200,1:11.928,1:02.304,0:58.656,0:58.843,0:58.698,0:59.279,1:08.249,0:59.277,0:58.790,0:58.880,0:58.622,0:58.510,0:58.930,1:04.641,0:18.193,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Time,GPS Speed,GPS Nsat,GPS LatAcc,GPS LonAcc,GPS Slope,GPS Heading,GPS Gyro,GPS Altitude,GPS PosAccuracy,GPS SpdAccuracy,GPS Radius,GPS Latitude,GPS Longitude,Logger Temperature,Water Temp,AccelerometerX,AccelerometerY,AccelerometerZ,GyroX,GyroY,GyroZ,Int Batt Voltage,RPM
s,km/h, ,g,g,deg,deg,deg/s,m,m,m/s,m,deg,deg,°C,°C,g,g,g,deg/s,deg/s,deg/s,V,rpm
,,,,,,,,,,,,,,,,,,,,,,,
128.100,49.4961,20,1.0090,0.2817,0.1211,73.7246,41.9576,587.4640,0.0079,0.1100,18.7750,50.52040878,-104.49677149,26.7,55.0,0.18,1.26,-1.15,12.6,1.7,34.7,3.9,5964
128.150,49.9467,20,0.9320,0.2701,0.1416,75.0587,38.3831,587.4728,0.0079,0.1100,20.7103,50.52041031,-104.49676193,26.7,55.1,0.20,1.16,-1.12,18.3,1.3,33.4,3.9,6093
128.200,50.4978,20,0.8313,0.2723,0.1132,76.1772,33.9664,587.4717,0.0079,0.1100,23.6616,50.52041166,-104.49675216,26.7,55.0,0.24,1.00,-1.15,22.5,1.0,31.8,3.9,6118
128.250,51.0147,20,0.7409,0.2778,0.0999,77.4547,29.9894,587.4733,0.0079,0.1100,27.0737,50.52041293,-104.49674233,26.7,54.8,0.29,0.81,-1.23,24.4,0.7,30.0,3.9,6161
128.300,51.3947,20,0.6920,0.2962,0.1467,79.3677,27.7716,587.4858,0.0079,0.1100,29.4536,50.52041385,-104.49673225,26.7,54.6,0.35,0.63,-1.34,24.0,0.5,28.1,3.9,6206
128.350,51.8066,20,0.6412,0.3042,0.1878,81.0771,25.4861,587.4990,0.0079,0.1100,32.3520,50.52041474,-104.49672213,26.7,54.3,0.42,0.46,-1.46,22.2,0.5,26.3,3.9,6299
128.400,52.3466,20,0.5824,0.2699,0.2061,81.9718,22.9305,587.5146,0.0079,0.1100,36.3324,50.52041549,-104.49671184,26.7,53.9,0.49,0.31,-1.58,19.5,0.5,24.6,3.9,6302
128.450,52.8514,20,0.5260,0.2314,0.2251,82.8985,20.4925,587.5287,0.0079,0.1100,41.0471,50.52041620,-104.49670152,26.7,53.7,0.57,0.20,-1.69,15.5,0.6,22.7,3.9,6318
128.500,53.2157,20,0.4790,0.1760,0.2473,83.9534,18.5245,587.5365,0.0079,0.1100,45.7208,50.52041675,-104.49669104,26.7,53.4,0.61,0.13,-1.77,10.4,0.7,20.4,3.9,6294
128.550,53.5024,20,0.4400,0.1232,0.2656,84.8888,16.8813,587.5434,0.0079,0.1100,50.4415,50.52041728,-104.49668056,26.7,53.3,0.59,0.11,-1.80,5.0,0.8,17.8,3.9,6210
128.600,53.4784,20,0.4328,0.0814,0.2684,85.3464,16.5372,587.5465,0.0079,0.1100,51.4679,50.52041774,-104.49667007,26.7,53.1,0.50,0.13,-1.77,0.1,0.7,14.9,3.9,6187
128.650,53.3854,20,0.4120,0.0389,0.2714,85.8302,15.6847,587.5499,0.0079,0.1100,54.1708,50.52041817,-104.49665961,26.7,53.0,0.38,0.17,-1.67,-4.3,0.5,11.9,3.9,6208
128.700,53.0168,20,0.3366,-0.0063,0.2748,86.4187,12.7988,587.5538,0.0079,0.1100,65.9274,50.52041848,-104.49664928,26.7,52.9,0.26,0.19,-1.53,-7.8,0.4,9.0,3.9,6157
128.750,52.7103,20,0.2669,-0.0405,0.2758,86.9669,10.1364,587.5577,0.0079,0.1100,82.7622,50.52041878,-104.49663895,26.7,52.8,0.19,0.18,-1.38,-9.6,0.2,6.5,3.9,6211
128.800,52.6518,20,0.2201,-0.0307,0.2670,87.3537,8.3685,587.5609,0.0079,0.1100,100.1354,50.52041903,-104.49662861,26.7,52.8,0.16,0.15,-1.22,-9.7,-0.0,4.8,3.9,6241
128.850,52.6565,20,0.1822,-0.0160,0.2594,87.7812,6.9374,587.5635,0.0079,0.1110,120.8018,50.52041924,-104.49661824,26.7,52.8,0.19,0.10,-1.06,-8.0,-0.2,3.8,3.9,6290
128.900,52.9140,20,0.1798,0.0180,0.2564,88.3708,6.8540,587.5635,0.0079,0.1160,122.8705,50.52041931,-104.49660778,26.7,52.9,0.25,0.07,-0.98,-5.7,-0.2,3.6,3.9,6328
128.950,53.2191,20,0.1671,0.0534,0.2535,88.8147,6.3722,587.5647,0.0079,0.1190,132.9222,50.52041940,-104.49659727,26.7,53.1,0.29,0.06,-0.94,-3.5,-0.3,3.7,3.9,6378
129.000,53.7147,20,0.1128,0.0940,0.2516,88.6758,4.2971,587.5701,0.0079,0.1140,198.9461,50.52041955,-104.49658661,26.6,53.2,0.29,0.06,-0.93,-2.2,-0.5,3.7,3.9,6420
129.050,54.1649,20,0.0642,0.1302,0.2466,88.5800,2.4410,587.5751,0.0079,0.1100,353.1537,50.52041971,-104.49657591,26.6,53.3,0.27,0.06,-0.95,-2.0,-0.6,3.2,3.9,6401
129.100,54.4342,20,0.0385,0.1487,0.2293,88.6567,1.4610,587.5790,0.0079,0.1100,592.9836,50.52041988,-104.49656511,26.6,53.4,0.24,0.06,-0.97,-2.6,-0.7,2.5,3.9,6377
129.150,54.6083,20,0.0102,0.1582,0.2176,88.6896,0.3879,587.5825,0.0079,0.1100,2240.4314,50.52042005,-104.49655433,26.6,53.5,0.21,0.05,-0.98,-3.4,-0.7,1.6,3.9,6375
129.200,54.4013,20,-0.0284,0.1312,0.2284,88.5472,-1.0573,587.5848,0.0079,0.1100,818.9154,50.52042024,-104.49654368,26.6,53.6,0.14,0.05,-1.00,-4.2,-0.8,0.8,3.9,6381
129.250,54.2615,20,-0.0603,0.0990,0.2340,88.4125,-2.2461,587.5864,0.0079,0.1100,384.4940,50.52042043,-104.49653302,26.6,53.6,0.07,0.04,-1.01,-4.5,-0.7,0.2,3.9,6406
129.300,54.3903,20,-0.0649,0.0458,0.2182,88.3084,-2.4092,587.5848,0.0079,0.1100,359.3149,50.52042066,-104.49652232,26.6,53.6,0.01,0.02,-1.01,-4.5,-0.5,-0.2,3.9,6390
129.350,54.5038,20,-0.0661,-0.0007,0.2037,88.2233,-2.4484,587.5837,0.0079,0.1100,354.2960,50.52042089,-104.49651160,26.6,53.5,-0.04,0.01,-1.01,-4.4,-0.3,-0.3,3.9,6393
129.400,54.5563,20,-0.0538,-0.0207,0.1945,88.2140,-1.9921,587.5844,0.0079,0.1100,435.8584,50.52042109,-104.49650081,26.6,53.2,-0.09,-0.00,-1.00,-4.0,0.0,-0.3,3.9,6386
129.450,54.5820,20,-0.0361,-0.0330,0.1855,88.1981,-1.3381,587.5842,0.0079,0.1100,649.2221,50.52042130,-104.49649006,26.6,52.9,-0.12,-0.01,-0.99,-3.8,0.2,-0.2,4.0,6386
129.500,54.5000,20,0.0028,-0.0150,0.1775,88.1555,0.1073,587.5804,0.0079,0.1100,8081.2695,50.52042156,-104.49647945,26.6,52.6,-0.11,-0.03,-0.98,-3.5,0.3,-0.0,4.0,6366
129.550,54.4425,20,0.0369,0.0079,0.1727,88.1476,1.3710,587.5782,0.0079,0.1100,632.0277,50.52042179,-104.49646881,26.5,52.3,-0.10,-0.04,-0.96,-3.2,0.4,0.2,4.0,6417
129.600,54.4832,20,0.0514,0.0506,0.1811,88.2783,1.9075,587.5829,0.0079,0.1100,454.5976,50.52042196,-104.49645807,26.5,52.1,-0.09,-0.04,-0.95,-2.5,0.3,0.6,4.0,6473
129.650,54.6003,20,0.0692,0.0897,0.1824,88.4495,2.5678,587.5848,0.0079,0.1110,338.4149,50.52042210,-104.49644730,26.5,52.1,-0.09,-0.04,-0.94,-1.3,0.4,1.3,4.0,6491
129.700,55.0228,20,0.1007,0.1141,0.1555,88.7827,3.7236,587.5763,0.0079,0.1160,235.1791,50.52042220,-104.49643643,26.5,52.1,-0.08,-0.03,-0.94,0.6,0.4,2.2,4.0,6536
129.750,55.4025,19,0.1278,0.1315,0.1359,89.0931,4.7149,587.5703,0.0079,0.1210,187.0143,50.52042228,-104.49642555,26.5,52.2,-0.07,-0.01,-0.95,2.6,0.5,3.2,4.0,6571
129.800,55.6107,19,0.1375,0.1210,0.1456,89.3127,5.0484,587.5749,0.0079,0.1260,175.3189,50.52042230,-104.49641462,26.5,52.3,-0.06,0.01,-0.97,4.4,0.5,4.2,4.0,6607
129.850,55.8220,19,0.1457,0.1106,0.1508,89.5491,5.3295,587.5781,0.0079,0.1300,166.6999,50.52042230,-104.49640367,26.5,52.5,-0.04,0.04,-1.00,5.6,0.6,4.9,4.0,6621
129.900,56.0453,19,0.1482,0.1000,0.1375,89.8531,5.4018,587.5764,0.0079,0.1300,165.1295,50.52042225,-104.49639258,26.5,52.6,-0.03,0.07,-1.02,5.9,0.6,5.3,4.0,6549
129.950,56.2068,19,0.1479,0.0838,0.1282,90.1210,5.3724,587.5751,0.0079,0.1280,166.5115,50.52042220,-104.49638153,26.5,52.8,-0.01,0.09,-1.05,5.2,0.6,5.2,4.0,6567
130.000,56.1207,19,0.1362,0.0443,0.1344,90.2443,4.9365,587.5750,0.0079,0.1180,180.9357,50.52042213,-104.49637059,26.5,53.0,-0.00,0.10,-1.07,3.8,0.6,4.8,3.9,6514
130.050,55.9969,19,0.1228,0.0033,0.1427,90.3997,4.4370,587.5770,0.0079,0.1100,200.8623,50.52042205,-104.49635965,26.5,53.1,0.00,0.11,-1.08,1.9,0.5,4.0,3.9,6492
130.100,55.7223,19,0.1019,-0.0443,0.1591,90.6834,3.6827,587.5877,0.0079,0.1100,240.8136,50.52042193,-104.49634874,26.5,53.3,-0.01,0.10,-1.08,0.2,0.3,3.2,3.9,6490
130.150,55.4749,19,0.0831,-0.0835,0.1741,90.9190,3.0010,587.5980,0.0079,0.1100,294.2062,50.52042181,-104.49633786,26.5,53.5,-0.04,0.10,-1.07,-1.1,0.2,2.5,3.9,6464
130.200,55.3362,19,0.0721,-0.0890,0.1839,90.9620,2.6094,587.6064,0.0079,0.1100,337.5180,50.52042164,-104.49632708,26.5,53.7,-0.08,0.08,-1.05,-1.9,0.2,1.8,3.9,6427
130.250,55.2252,19,0.0628,-0.0854,0.1888,90.9988,2.2794,587.6125,0.0079,0.1100,385.6047,50.52042149,-104.49631629,26.5,53.9,-0.12,0.07,-1.03,-2.0,0.2,1.5,3.9,6451
130.300,55.2254,19,0.0603,-0.0449,0.1744,91.0107,2.1961,587.6093,0.0079,0.1100,400.2365,50.52042138,-104.49630541,26.5,54.0,-0.15,0.05,-1.01,-1.8,0.2,1.3,3.9,6496
130.350,55.2453,19,0.0585,-0.0050,0.1713,91.0711,2.1377,587.6095,0.0079,0.1100,411.3039,50.52042126,-104.49629454,26.5,54.1,-0.17,0.03,-0.99,-1.8,0.2,1.2,3.9,6554
130.400,55.3444,19,0.0596,0.0323,0.2135,91.3258,2.1794,587.6233,0.0079,0.1100,404.1591,50.52042103,-104.49628366,26.5,54.1,-0.17,0.02,-0.97,-1.8,0.3,1.0,3.9,6560
130.450,55.5320,19,0.0607,0.0683,0.2422,91.5326,2.2161,587.6337,0.0079,0.1100,398.8184,50.52042082,-104.49627273,26.5,54.1,-0.16,0.01,-0.96,-1.3,0.5,1.1,3.9,6604
130.500,56.0740,19,0.0612,0.0994,0.2173,91.5480,2.2327,587.6304,0.0079,0.1100,399.7171,50.52042065,-104.49626162,26.5,54.0,-0.12,0.01,-0.95,-0.5,0.6,1.2,3.9,6631
130.550,56.4850,19,0.0580,0.1210,0.2021,91.5896,2.1102,587.6315,0.0079,0.1100,426.0251,50.52042045,-104.49625052,26.5,54.0,-0.08,0.01,-0.95,-0.0,0.4,1.3,3.9,6648
130.600,56.3725,19,0.0394,0.1044,0.2257,91.7362,1.4312,587.6498,0.0079,0.1100,626.8840,50.52042018,-104.49623947,26.5,53.9,-0.05,0.02,-0.96,0.1,0.3,1.2,3.9,6606
130.650,56.2947,19,0.0207,0.0810,0.2404,91.8769,0.7487,587.6639,0.0079,0.1100,1196.6597,50.52041990,-104.49622842,26.5,53.9,-0.03,0.03,-0.98,0.1,0.2,1.0,3.9,6564
130.700,56.3560,19,0.0014,0.0303,0.2201,91.9944,0.0522,587.6606,0.0079,0.1100,10000.0000,50.52041958,-104.49621741,26.5,53.8,-0.02,0.04,-0.99,0.2,0.1,0.7,3.9,6570
130.750,56.3484,19,-0.0220,-0.0206,0.2037,91.9855,-0.7899,587.6580,0.0079,0.1100,1135.2886,50.52041931,-104.49620641,26.5,53.7,-0.02,0.04,-1.00,-0.2,-0.2,0.2,3.9,6541
130.800,56.0649,19,-0.0616,-0.0730,0.2036,91.4716,-2.2146,587.6579,0.0079,0.1100,402.9209,50.52041924,-104.49619547,26.5,53.6,-0.05,0.03,-0.99,-1.2,-0.4,-0.5,3.9,6483
130.850,55.7591,19,-0.0975,-0.1224,0.2042,91.0389,-3.5073,587.6595,0.0079,0.1100,253.0213,50.52041917,-104.49618455,26.5,53.5,-0.08,0.01,-0.99,-2.5,-0.5,-1.4,3.9,6432
130.900,55.3637,19,-0.1183,-0.1595,0.2078,90.9313,-4.2726,587.6679,0.0079,0.1100,206.2295,50.52041908,-104.49617372,26.5,53.4,-0.12,-0.01,-0.98,-3.7,-0.4,-2.2,3.9,6380
130.950,54.9881,19,-0.1328,-0.1889,0.2101,90.7914,-4.8110,587.6739,0.0079,0.1100,181.9078,50.52041900,-104.49616292,26.5,53.4,-0.17,-0.04,-0.97,-4.9,-0.2,-2.9,3.9,6333
131.000,54.6914,19,-0.1219,-0.1871,0.2071,90.5229,-4.4419,587.6700,0.0079,0.1100,195.9604,50.52041897,-104.49615222,26.5,53.3,-0.19,-0.08,-0.95,-6.1,-0.1,-3.6,3.9,6366
131.050,54.4206,19,-0.1096,-0.1769,0.2103,90.2850,-4.0205,587.6686,0.0079,0.1100,215.4284,50.52041894,-104.49614154,26.5,53.3,-0.19,-0.10,-0.93,-6.2,0.1,-3.9,3.9,6335
131.100,54.2539,19,-0.0920,-0.1334,0.2384,90.1694,-3.3899,587.6771,0.0079,0.1100,254.7227,50.52041892,-104.49613095,26.5,53.3,-0.20,-0.11,-0.92,-5.4,0.4,-3.7,3.9,6304
131.150,54.1017,19,-0.0710,-0.0958,0.2616,90.1138,-2.6306,587.6849,0.0079,0.1100,327.3201,50.52041889,-104.49612037,26.5,53.4,-0.22,-0.11,-0.92,-3.7,0.8,-3.0,3.9,6326
131.200,54.0076,19,-0.0366,-0.0817,0.2654,90.2985,-1.3569,587.6895,0.0079,0.1100,633.4733,50.52041884,-104.49610978,26.5,53.4,-0.22,-0.10,-0.92,-1.6,1.0,-2.0,3.9,6337
131.250,53.9617,19,-0.0044,-0.0652,0.2670,90.4264,-0.1644,587.6934,0.0079,0.1100,5224.4365,50.52041880,-104.49609919,26.5,53.5,-0.20,-0.09,-0.92,0.2,1.1,-1.1,3.9,6323
131.300,54.1089,19,0.0187,-0.0386,0.2597,90.3275,0.7033,587.6942,0.0079,0.1100,1224.5498,50.52041879,-104.49608855,26.5,53.5,-0.15,-0.08,-0.91,1.4,1.1,-0.3,3.9,6318
131.350,54.1780,19,0.0348,-0.0200,0.2566,90.2638,1.3045,587.6959,0.0079,0.1100,661.0036,50.52041877,-104.49607794,26.5,53.6,-0.11,-0.06,-0.90,2.1,0.8,0.1,3.9,6290
131.400,53.9345,19,0.0224,-0.0331,0.2709,90.3412,0.8401,587.7013,0.0079,0.1100,1021.8030,50.52041871,-104.49606742,26.6,53.6,-0.10,-0.04,-0.89,2.2,0.6,0.3,3.9,6269
131.450,53.7054,19,0.0138,-0.0482,0.2798,90.3818,0.5193,587.7063,0.0079,0.1100,1646.0642,50.52041867,-104.49605691,26.6,53.5,-0.10,-0.03,-0.88,2.0,0.4,0.3,3.9,6230
131.500,53.5339,19,0.0205,-0.0712,0.2667,90.2751,0.7728,587.7095,0.0079,0.1100,1102.4419,50.52041871,-104.49604643,26.6,53.5,-0.09,-0.02,-0.89,1.8,0.2,0.3,3.9,6211
131.550,53.3492,19,0.0250,-0.0931,0.2538,90.2355,0.9420,587.7120,0.0079,0.1100,901.3255,50.52041872,-104.49603598,26.6,53.5,-0.07,-0.02,-0.89,1.6,0.1,0.3,3.9,6154
131.600,53.1118,19,0.0205,-0.1104,0.2411,90.4648,0.7737,587.7121,0.0079,0.1100,1092.6088,50.52041865,-104.49602561,26.6,53.5,-0.04,-0.02,-0.89,1.3,-0.1,0.2,3.9,6142
131.650,52.8562,19,0.0188,-0.1257,0.2280,90.6388,0.7117,587.7110,0.0079,0.1100,1182.0464,50.52041858,-104.49601527,26.6,53.5,-0.04,-0.01,-0.87,0.9,-0.3,0.0,3.9,6100
131.700,52.5279,19,0.0282,-0.1333,0.2130,90.5919,1.0753,587.7050,0.0079,0.1100,777.4623,50.52041850,-104.49600499,26.6,53.5,-0.07,-0.01,-0.85,0.6,-0.4,-0.1,3.9,6100
131.750,52.2725,19,0.0378,-0.1375,0.2071,90.5679,1.4455,587.7026,0.0079,0.1100,575.5356,50.52041843,-104.49599472,26.6,53.6,-0.15,0.00,-0.82,0.7,-0.4,0.1,3.9,6068
131.800,52.3087,19,0.0479,-0.1285,0.2371,90.6351,1.8420,587.7151,0.0079,0.1100,451.9565,50.52041836,-104.49598448,26.6,53.7,-0.27,0.03,-0.79,1.3,-0.3,0.6,3.9,6052
131.850,52.2734,19,0.0528,-0.1163,0.2526,90.7480,2.0342,587.7227,0.0079,0.1100,408.9854,50.52041828,-104.49597426,26.6,53.8,-0.38,0.06,-0.76,2.0,-0.2,1.1,3.9,6055
131.900,51.9518,19,0.0364,-0.0917,0.2097,91.0435,1.4089,587.7104,0.0079,0.1100,586.8607,50.52041813,-104.49596412,26.6,53.9,-0.48,0.10,-0.74,2.3,-0.2,1.5,3.9,6088
131.950,51.6752,19,0.0202,-0.0725,0.1768,91.2379,0.7862,587.7014,0.0079,0.1100,1046.0509,50.52041799,-104.49595399,26.6,53.9,-0.56,0.14,-0.73,2.1,-0.2,1.6,3.9,6071
132.000,51.5788,19,0.0045,-0.0745,0.1840,91.0281,0.1739,587.7047,0.0079,0.1100,4720.2539,50.52041788,-104.49594390,26.6,53.9,-0.61,0.16,-0.72,1.2,-0.1,1.4,3.9,6043
132.050,51.4925,19,-0.0136,-0.0757,0.1941,90.8279,-0.5337,587.7089,0.0079,0.1100,1535.4241,50.52041780,-104.49593381,26.6,53.8,-0.63,0.16,-0.71,-0.2,0.0,0.8,3.9,6004
132.100,51.4464,19,-0.0414,-0.0733,0.2163,90.6660,-1.6228,587.7168,0.0079,0.1100,504.5678,50.52041778,-104.49592374,26.6,53.8,-0.62,0.15,-0.69,-2.0,0.3,-0.1,3.9,5990
132.150,51.3716,19,-0.0659,-0.0729,0.2288,90.5177,-2.5896,587.7220,0.0079,0.1100,315.7279,50.52041777,-104.49591367,26.6,53.7,-0.59,0.12,-0.68,-3.6,0.5,-1.0,3.9,5959
132.200,51.1825,19,-0.0779,-0.0797,0.2028,90.4234,-3.0676,587.7160,0.0079,0.1100,265.5449,50.52041776,-104.49590364,26.6,53.7,-0.53,0.09,-0.67,-4.7,0.7,-1.8,3.9,5942
132.250,50.9784,19,-0.0923,-0.0871,0.1837,90.2796,-3.6425,587.7119,0.0079,0.1100,222.7435,50.52041776,-104.49589363,26.6,53.6,-0.46,0.06,-0.67,-5.3,0.7,-2.4,3.9,5933
132.300,50.7146,19,-0.1163,-0.0962,0.1926,89.9378,-4.6047,587.7153,0.0079,0.1100,175.2866,50.52041780,-104.49588373,26.6,53.6,-0.38,0.03,-0.69,-5.5,0.6,-2.9,3.9,5894
132.350,50.4844,19,-0.1348,-0.1026,0.1968,89.6413,-5.3532,587.7174,0.0079,0.1100,150.0934,50.52041784,-104.49587384,26.6,53.6,-0.29,0.00,-0.74,-5.4,0.5,-3.3,3.9,5874
132.400,50.3884,19,-0.1317,-0.0985,0.1820,89.5254,-5.2468,587.7147,0.0079,0.1100,152.8465,50.52041795,-104.49586397,26.6,53.6,-0.18,-0.05,-0.81,-5.1,0.4,-3.6,3.9,5858
132.450,50.2695,19,-0.1263,-0.0982,0.1674,89.3573,-5.0485,587.7122,0.0079,0.1100,158.4758,50.52041806,-104.49585412,26.7,53.6,-0.11,-0.09,-0.86,-4.8,0.3,-3.8,3.9,5835
132.500,50.0589,19,-0.1118,-0.1134,0.1536,88.9796,-4.4826,587.7109,0.0079,0.1100,177.7355,50.52041821,-104.49584434,26.7,53.4,-0.07,-0.12,-0.90,-4.5,0.3,-3.9,3.9,5807
132.550,49.8506,19,-0.1006,-0.1226,0.1468,88.6551,-4.0488,587.7107,0.0079,0.1100,195.9593,50.52041837,-104.49583458,26.7,53.3,-0.07,-0.14,-0.92,-4.1,0.2,-3.9,3.9,5788
132.600,49.6517,19,-0.1024,-0.1079,0.1679,88.5436,-4.1435,587.7141,0.0079,0.1100,190.7138,50.52041854,-104.49582487,26.7,53.1,-0.09,-0.15,-0.93,-3.5,0.2,-3.9,3.9,5776
132.650,49.4570,19,-0.0996,-0.0921,0.1813,88.4422,-4.0423,587.7171,0.0079,0.1100,194.7218,50.52041872,-104.49581518,26.7,52.9,-0.12,-0.15,-0.93,-2.8,0.2,-3.7,3.9,5768
132.700,49.2790,19,-0.0775,-0.0713,0.1636,88.3813,-3.1573,587.7183,0.0079,0.1100,248.4103,50.52041892,-104.49580555,26.7,52.9,-0.15,-0.15,-0.94,-1.8,0.2,-3.3,3.9,5741
132.750,49.1480,19,-0.0534,-0.0509,0.1449,88.2879,-2.1830,587.7180,0.0079,0.1100,358.3131,50.52041914,-104.49579592,26.7,52.8,-0.18,-0.14,-0.94,-0.7,0.3,-2.7,3.9,5766
132.800,49.2055,19,-0.0209,-0.0319,0.1219,88.0644,-0.8522,587.7122,0.0078,0.1100,918.9366,50.52041941,-104.49578626,26.7,52.8,-0.19,-0.13,-0.94,0.4,0.4,-1.9,3.9,5788
132.850,49.2649,19,0.0103,-0.0131,0.1072,87.9499,0.4227,587.7083,0.0078,0.1100,1855.1171,50.52041965,-104.49577660,26.7,52.9,-0.19,-0.11,-0.95,1.3,0.4,-1.1,3.9,5801
132.900,49.3323,19,0.0359,0.0049,0.1258,88.2713,1.4736,587.7117,0.0078,0.1100,532.7934,50.52041976,-104.49576694,26.7,52.9,-0.19,-0.08,-0.95,2.0,0.4,-0.3,3.9,5811
132.950,49.4031,19,0.0626,0.0237,0.1367,88.5699,2.5703,587.7142,0.0078,0.1100,305.9088,50.52041986,-104.49575727,26.7,53.0,-0.19,-0.05,-0.96,2.7,0.3,0.5,3.9,5826
133.000,49.4874,19,0.0938,0.0454,0.1165,88.7774,3.8496,587.7131,0.0078,0.1100,204.5987,50.52041994,-104.49574754,26.7,53.1,-0.18,-0.02,-0.98,3.4,0.3,1.4,3.9,5848
133.050,49.5868,19,0.1197,0.0632,0.0976,89.0058,4.9084,587.7109,0.0078,0.1100,160.7856,50.52042002,-104.49573780,26.7,53.3,-0.16,-0.00,-1.01,4.2,0.3,2.2,3.9,5832
133.100,49.7464,19,0.1243,0.0657,0.0834,89.3176,5.0854,587.7051,0.0078,0.1100,155.6889,50.52042009,-104.49572800,26.7,53.5,-0.14,0.02,-1.02,5.2,0.2,3.2,3.9,5858
133.150,49.8664,19,0.1286,0.0667,0.0670,89.6129,5.2512,587.6984,0.0078,0.1100,151.1361,50.52042013,-104.49571822,26.7,53.8,-0.13,0.06,-1.00,6.2,0.2,4.2,3.9,5863
133.200,49.8275,19,0.1319,0.0617,0.0416,89.8423,5.3723,587.6887,0.0078,0.1100,147.6142,50.52042009,-104.49570847,26.7,54.1,-0.12,0.09,-0.98,6.4,0.1,4.8,3.9,5880
133.250,49.8368,19,0.1324,0.0558,0.0248,90.0624,5.3796,587.6802,0.0078,0.1100,147.4427,50.52042006,-104.49569871,26.7,54.3,-0.10,0.11,-0.97,5.8,-0.1,4.9,3.9,5879
133.300,50.0393,19,0.1216,0.0461,0.0424,90.2454,4.9315,587.6767,0.0078,0.1100,161.4920,50.52042003,-104.49568888,26.7,54.4,-0.06,0.11,-0.97,4.6,-0.2,4.6,3.9,5886
133.350,50.1972,19,0.1074,0.0380,0.0528,90.4131,4.3488,587.6716,0.0078,0.1100,183.7072,50.52041998,-104.49567905,26.7,54.5,-0.03,0.11,-0.97,2.9,-0.2,4.0,3.9,5885
133.400,50.1767,19,0.0798,0.0369,0.0338,90.5196,3.2277,587.6603,0.0078,0.1100,247.4200,50.52041990,-104.49566921,26.7,54.5,-0.03,0.11,-0.98,1.4,-0.2,3.3,3.9,5893
133.450,50.1824,19,0.0551,0.0350,0.0185,90.6237,2.2246,587.6505,0.0078,0.1100,359.0231,50.52041981,-104.49565938,26.8,54.4,-0.05,0.11,-0.98,0.1,-0.2,2.6,3.9,5885
133.500,50.2931,19,0.0420,0.0297,0.0178,90.7181,1.6940,587.6461,0.0078,0.1100,472.5241,50.52041971,-104.49564953,26.8,54.3,-0.07,0.11,-0.98,-0.8,-0.1,1.9,4.0,5916
133.550,50.3716,19,0.0253,0.0234,0.0173,90.8197,1.0187,587.6423,0.0078,0.1100,786.9761,50.52041961,-104.49563968,26.8,54.3,-0.06,0.09,-0.97,-1.5,-0.1,1.3,4.0,5909
133.600,50.3218,19,-0.0059,0.0133,0.0175,90.9498,-0.2352,587.6411,0.0078,0.1100,3405.7368,50.52041948,-104.49562981,26.8,54.2,-0.03,0.06,-0.98,-2.1,-0.1,0.7,4.0,5928
133.650,50.2929,19,-0.0347,0.0028,0.0190,90.9715,-1.3964,587.6407,0.0078,0.1100,573.2009,50.52041939,-104.49561994,26.8,54.2,-0.02,0.01,-0.98,-2.6,-0.0,0.1,4.0,5889
133.700,50.3477,19,-0.0544,-0.0098,0.0251,90.5593,-2.1874,587.6441,0.0078,0.1100,366.3364,50.52041942,-104.49561004,26.8,54.2,-0.03,-0.02,-0.99,-3.5,0.1,-0.7,4.0,5874
133.750,50.3635,19,-0.0719,-0.0228,0.0264,90.1995,-2.8909,587.6455,0.0078,0.1100,277.2673,50.52041945,-104.49560015,26.8,54.3,-0.07,-0.04,-0.99,-4.4,0.3,-1.5,4.0,5857
133.800,50.2227,19,-0.0807,-0.0372,0.0084,90.0486,-3.2451,587.6389,0.0078,0.1100,246.3188,50.52041945,-104.49559034,26.8,54.3,-0.14,-0.04,-0.96,-5.3,0.4,-2.3,4.0,5837
133.850,50.0803,19,-0.0864,-0.0471,-0.0085,89.8859,-3.4793,587.6312,0.0078,0.1100,229.0847,50.52041946,-104.49558055,26.8,54.3,-0.21,-0.03,-0.94,-5.8,0.5,-3.0,4.0,5851
